STATEFP,COUNTYFP,TRACTCE,geocode,NAME.x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME.y,total_pop,total_HU,total_vacant,med_HH_Income,workfulltime_ins,HH_SSIncome,B17006_006E,disabled_belpov,disabled_nopov,HH_oneworker,HH_oneearner,B10010_003E,child_disabled_publicins,child_disabled_privateins,B27003_001E,B27002_001E,totalpop_35_64,empins_35_64,indins_35_64,medicare_35_64,medicaid_35_64,tricare_35_64,VAins35_64,blackpop,whitepop,poverty,childpop,povertychild,internetaccess,HHwithchildSNAP,ownernovehicle,renternovehicle,racehispanic,PCTdisabled_belpov,PCTdisabled_nopov,PCTHH_oneworker,PCTHH_oneearner,PCT_RecSSI,PCTchild_disabled_publicins,PCTchild_disabled_privateins,PCTPrivate35_64,PCTPublic35_64,PCTblack,PCTwhite,PCTpov,PCTchildpov,PCTvacant,PCTinternetaccess,PCTfamiliesSNAP,PCTnovehicle,PCThispanic,geometry
42,101,027100,42101027100,271,Census Tract 271,G5020,S,372281,39344,40.0484793,-75.1263611,"Census Tract 271, Philadelphia County, Pennsylvania",2530,1014,35,54725,801,68,11,41,257,390,240,NA,316,255,2530,2530,1001,483,155,17,162,0,25,1780,260,211,488,16,944,271,83,50,55,0.016205534,0.101581028,0.154150198,0.09486166,0.067061144,0.124901186,0.100790514,0.637362637,0.203796204,0.703557312,0.102766798,0.083399209,0.032786885,0.034516765,0.930966469,0.267258383,0.131163708,0.02173913,"MULTIPOLYGON (((-75.12834 40.04639, -75.12815 40.04719, -75.12775 40.04892, -75.12749 40.05022, -75.12736 40.05083, -75.12726 40.05127, -75.12714 40.05175, -75.12679 40.05331, -75.12666 40.05396, -75.12662 40.05422, -75.12633 40.05542, -75.12632 40.05548, -75.12492 40.05468, -75.12462 40.05452, -75.12445 40.05443, -75.12376 40.05406, -75.12331 40.05382, -75.12215 40.05318, -75.12229 40.05262, -75.12252 40.05112, -75.12278 40.04961, -75.12303 40.04819, -75.12312 40.04781, -75.12316 40.04758, -75.12321 40.04724, -75.12326 40.04697, -75.12334 40.04656, -75.12343 40.04604, -75.1235 40.04555, -75.12357 40.04499, -75.12563 40.04526, -75.12664 40.04539, -75.1274 40.04548, -75.1285 40.04563, -75.12834 40.04639)))"
42,101,027200,42101027200,272,Census Tract 272,G5020,S,679047,408,40.0472339,-75.1180889,"Census Tract 272, Philadelphia County, Pennsylvania",4556,1862,211,58543,1232,88,0,29,240,775,485,NA,469,460,4556,4556,1514,814,26,16,218,0,0,3416,249,975,1074,319,1765,492,47,136,914,0.006365233,0.052677788,0.170105356,0.106453029,0.04726101,0.102941176,0.100965759,0.554821664,0.154557464,0.749780509,0.054653205,0.214003512,0.297020484,0.113319012,0.947905478,0.264232009,0.098281418,0.200614574,"MULTIPOLYGON (((-75.1235 40.04555, -75.12343 40.04604, -75.12334 40.04656, -75.12326 40.04697, -75.12321 40.04724, -75.12316 40.04758, -75.12312 40.04781, -75.12303 40.04819, -75.12278 40.04961, -75.12252 40.05112, -75.12229 40.05262, -75.12215 40.05318, -75.12164 40.05289, -75.12083 40.05242, -75.12002 40.05196, -75.11955 40.0517, -75.11947 40.05165, -75.11877 40.05125, -75.11865 40.05119, -75.11855 40.05113, -75.1171 40.0503, -75.11504 40.04912, -75.11451 40.04881, -75.11291 40.04788, -75.11287 40.04786, -75.11236 40.04756, -75.11205 40.04738, -75.11114 40.04686, -75.11098 40.04677, -75.11104 40.04675, -75.11108 40.04672, -75.1111 40.04669, -75.11114 40.04662, -75.11116 40.04657, -75.1112 40.04646, -75.11121 40.0464, -75.11122 40.04633, -75.11122 40.04627, -75.11122 40.04624, -75.11124 40.04618, -75.11127 40.04613, -75.11124 40.04609, -75.11121 40.04606, -75.11119 40.04604, -75.11119 40.04597, -75.11119 40.04594, -75.11119 40.04586, -75.11119 40.04579, -75.11118 40.04572, -75.11118 40.04559, -75.11117 40.04553, -75.11115 40.04545, -75.11114 40.04539, -75.11114 40.04534, -75.11112 40.04528, -75.11111 40.04522, -75.11112 40.04517, -75.11111 40.04513, -75.11109 40.04507, -75.11107 40.045, -75.11104 40.04487, -75.11103 40.0448, -75.11103 40.04478, -75.111 40.04471, -75.11098 40.04466, -75.11098 40.0446, -75.11099 40.04454, -75.11101 40.04448, -75.11103 40.0444, -75.11106 40.04435, -75.11111 40.04429, -75.11116 40.04424, -75.11121 40.0442, -75.11124 40.04418, -75.11127 40.04417, -75.1113 40.04416, -75.11135 40.0441, -75.11141 40.04406, -75.11149 40.044, -75.11156 40.04395, -75.11159 40.04393, -75.11171 40.04386, -75.11175 40.04383, -75.11179 40.04379, -75.11183 40.04373, -75.11186 40.0437, -75.11189 40.04368, -75.11196 40.04364, -75.11206 40.04367, -75.11225 40.04342, -75.11232 40.04328, -75.11241 40.04336, -75.11307 40.04397, -75.11311 40.04375, -75.11324 40.0432, -75.11326 40.04317, -75.11354 40.04271, -75.11358 40.04274, -75.11377 40.0429, -75.11383 40.04308, -75.1138 40.04328, -75.11383 40.04348, -75.11395 40.04358, -75.11412 40.04364, -75.11481 40.04371, -75.11502 40.04375, -75.11531 40.0438, -75.11594 40.04397, -75.11694 40.04415, -75.11751 40.04423, -75.11945 40.04448, -75.12015 40.04456, -75.12077 40.04465, -75.12143 40.04473, -75.12214 40.04481, -75.12281 40.04489, -75.12357 40.04499, -75.1235 40.04555)))"
42,101,027300,42101027300,273,Census Tract 273,G5020,S,938006,6986,40.0377547,-75.1189432,"Census Tract 273, Philadelphia County, Pennsylvania",5749,2388,0,45680,1964,168,0,118,386,588,436,NA,935,176,5749,5749,2490,1253,145,118,414,0,0,3658,477,1349,1080,507,1854,763,262,156,316,0.020525309,0.067142112,0.102278657,0.075839276,0.070351759,0.16263698,0.03061402,0.561445783,0.213654618,0.636284571,0.082970951,0.234649504,0.469444444,0,0.77638191,0.319514238,0.175041876,0.054966081,"MULTIPOLYGON (((-75.12417 40.03261, -75.12403 40.03404, -75.12395 40.03485, -75.12386 40.03556, -75.12382 40.03622, -75.12369 40.03714, -75.1236 40.03806, -75.12354 40.03872, -75.12281 40.04018, -75.12255 40.04069, -75.12233 40.04115, -75.12208 40.04166, -75.12197 40.04219, -75.12187 40.04267, -75.12175 40.04317, -75.12165 40.04368, -75.12155 40.04417, -75.12143 40.04473, -75.12077 40.04465, -75.12015 40.04456, -75.11945 40.04448, -75.11751 40.04423, -75.11694 40.04415, -75.11594 40.04397, -75.11531 40.0438, -75.11502 40.04375, -75.11481 40.04371, -75.11412 40.04364, -75.11395 40.04358, -75.11383 40.04348, -75.1138 40.04328, -75.11383 40.04308, -75.11377 40.0429, -75.11358 40.04274, -75.11354 40.04271, -75.11326 40.04317, -75.11324 40.0432, -75.11311 40.04375, -75.11307 40.04397, -75.11241 40.04336, -75.11232 40.04328, -75.11243 40.04303, -75.11252 40.04274, -75.11265 40.04242, -75.11278 40.04212, -75.11297 40.04194, -75.11308 40.04185, -75.11327 40.04169, -75.11344 40.04151, -75.11356 40.04132, -75.1137 40.04108, -75.11388 40.04073, -75.11405 40.04043, -75.11424 40.04021, -75.11439 40.04004, -75.11451 40.03992, -75.11455 40.03975, -75.11453 40.03958, -75.11449 40.03941, -75.11442 40.03926, -75.11433 40.03907, -75.11427 40.03898, -75.11424 40.03872, -75.11413 40.03847, -75.11411 40.03818, -75.11402 40.03792, -75.11393 40.03754, -75.11385 40.03729, -75.1137 40.03707, -75.11351 40.03683, -75.11333 40.03663, -75.11316 40.03651, -75.11321 40.03645, -75.11403 40.03547, -75.11461 40.0348, -75.1149 40.03445, -75.11551 40.03375, -75.11608 40.03304, -75.11786 40.03327, -75.11925 40.03343, -75.1207 40.03365, -75.12071 40.03364, -75.12171 40.03347, -75.12177 40.03353, -75.12196 40.03373, -75.12223 40.03355, -75.12248 40.03338, -75.12275 40.03321, -75.12302 40.03305, -75.1233 40.03289, -75.1236 40.03277, -75.12392 40.03267, -75.12417 40.03258, -75.12417 40.03261)))"
42,101,036201,42101036201,362.01,Census Tract 362.01,G5020,S,1031927,15195,40.08203,-74.9868079,"Census Tract 362.01, Philadelphia County, Pennsylvania",5306,1985,90,77788,2087,123,22,85,379,568,310,NA,504,522,5306,5306,2116,1440,119,84,203,0,21,137,4640,655,973,214,1670,269,157,59,431,0.0160196,0.071428571,0.107048624,0.058424425,0.061964736,0.094986807,0.098379193,0.736767486,0.145557656,0.025819827,0.874481719,0.123445156,0.219938335,0.04534005,0.841309824,0.135516373,0.108816121,0.081228798,"MULTIPOLYGON (((-74.99435 40.08168, -74.99166 40.08322, -74.99049 40.0839, -74.99016 40.08405, -74.98957 40.08431, -74.98908 40.08454, -74.98878 40.0847, -74.98846 40.08492, -74.98764 40.08557, -74.98707 40.08605, -74.98682 40.08631, -74.98658 40.08662, -74.98613 40.08727, -74.98585 40.08768, -74.98527 40.08872, -74.98503 40.0891, -74.98495 40.0892, -74.98491 40.08926, -74.98488 40.0893, -74.98466 40.08953, -74.98443 40.08974, -74.98418 40.08991, -74.98354 40.08938, -74.98216 40.08827, -74.98197 40.08816, -74.98176 40.08807, -74.98157 40.08801, -74.98149 40.08799, -74.9812 40.08796, -74.9806 40.08791, -74.98058 40.08775, -74.98053 40.08756, -74.98037 40.08704, -74.98021 40.0866, -74.98017 40.08641, -74.98016 40.08626, -74.98018 40.0861, -74.98022 40.08593, -74.9803 40.08574, -74.9804 40.08555, -74.98116 40.08436, -74.9813 40.08414, -74.98143 40.08386, -74.98155 40.08358, -74.98162 40.08333, -74.98169 40.08311, -74.98175 40.08282, -74.98181 40.08235, -74.98181 40.08197, -74.98179 40.08159, -74.98174 40.08122, -74.9817 40.08087, -74.98169 40.08061, -74.98171 40.08033, -74.98177 40.07999, -74.98193 40.07929, -74.98207 40.0786, -74.98226 40.07792, -74.98249 40.07725, -74.98268 40.07683, -74.98286 40.07648, -74.98314 40.07603, -74.98343 40.07563, -74.98404 40.07493, -74.98432 40.07465, -74.98463 40.07433, -74.9849 40.07448, -74.98499 40.07453, -74.98541 40.07476, -74.98575 40.07492, -74.98599 40.07502, -74.98628 40.07511, -74.98657 40.0752, -74.98689 40.07533, -74.98716 40.0755, -74.98738 40.07565, -74.98757 40.07583, -74.98827 40.07647, -74.98885 40.07699, -74.98914 40.07723, -74.98922 40.0773, -74.99 40.07798, -74.99118 40.07898, -74.99176 40.07947, -74.99435 40.08168)))"
42,101,036202,42101036202,362.02,Census Tract 362.02,G5020,S,1102852,2329,40.0838623,-74.9781805,"Census Tract 362.02, Philadelphia County, Pennsylvania",6099,2388,79,82262,1988,122,0,59,394,804,546,NA,592,987,6099,6099,2299,1578,170,52,276,0,0,335,4957,284,1459,70,2210,353,77,0,606,0.009673717,0.064600754,0.131824889,0.089522873,0.051088777,0.097065093,0.161829808,0.760330579,0.142670726,0.054927037,0.81275619,0.046565011,0.047978067,0.033082077,0.925460637,0.147822446,0.032244556,0.099360551,"MULTIPOLYGON (((-74.98432 40.07465, -74.98404 40.07493, -74.98343 40.07563, -74.98314 40.07603, -74.98286 40.07648, -74.98268 40.07683, -74.98249 40.07725, -74.98226 40.07792, -74.98207 40.0786, -74.98193 40.07929, -74.98177 40.07999, -74.98171 40.08033, -74.98169 40.08061, -74.9817 40.08087, -74.98174 40.08122, -74.98179 40.08159, -74.98181 40.08197, -74.98181 40.08235, -74.98175 40.08282, -74.98169 40.08311, -74.98162 40.08333, -74.98155 40.08358, -74.98143 40.08386, -74.9813 40.08414, -74.98116 40.08436, -74.9804 40.08555, -74.9803 40.08574, -74.98022 40.08593, -74.98018 40.0861, -74.98016 40.08626, -74.98017 40.08641, -74.98021 40.0866, -74.98037 40.08704, -74.98053 40.08756, -74.98058 40.08775, -74.9806 40.08791, -74.9812 40.08796, -74.98149 40.08799, -74.98157 40.08801, -74.98176 40.08807, -74.98197 40.08816, -74.98216 40.08827, -74.98354 40.08938, -74.98418 40.08991, -74.98377 40.09028, -74.98352 40.09053, -74.98304 40.09105, -74.98292 40.09118, -74.98238 40.09172, -74.98211 40.09194, -74.98207 40.09197, -74.98185 40.09216, -74.9806 40.09323, -74.9802 40.09357, -74.98002 40.09371, -74.97825 40.09223, -74.97804 40.09205, -74.97719 40.09134, -74.97693 40.09114, -74.97614 40.09055, -74.97532 40.08993, -74.97522 40.08985, -74.97335 40.0885, -74.97226 40.08772, -74.97166 40.08728, -74.97161 40.08724, -74.97195 40.08689, -74.97376 40.08453, -74.97528 40.08259, -74.97562 40.08215, -74.97582 40.08189, -74.97604 40.08167, -74.9763 40.08145, -74.97725 40.08051, -74.97744 40.08024, -74.97768 40.07983, -74.97792 40.07919, -74.97825 40.07828, -74.97883 40.07689, -74.97935 40.07576, -74.97985 40.07473, -74.98036 40.07369, -74.98098 40.07238, -74.98117 40.07198, -74.9816 40.07231, -74.98288 40.07326, -74.98317 40.07347, -74.98366 40.07379, -74.98463 40.07433, -74.98432 40.07465)))"
42,101,027700,42101027700,277,Census Tract 277,G5020,S,543126,0,40.0505407,-75.1512097,"Census Tract 277, Philadelphia County, Pennsylvania",5179,2393,363,29574,1389,334,0,266,172,510,196,NA,518,151,5179,5179,2109,898,79,26,701,0,0,4699,109,1644,796,255,1566,496,291,449,48,0.051361267,0.033211045,0.098474609,0.037845144,0.139573757,0.100019309,0.029156208,0.463252726,0.344713134,0.907318015,0.021046534,0.317435798,0.320351759,0.151692436,0.654408692,0.207271208,0.30923527,0.009268198,"MULTIPOLYGON (((-75.15795 40.04922, -75.15792 40.04967, -75.15787 40.0504, -75.15786 40.0506, -75.15778 40.05195, -75.15775 40.05237, -75.15773 40.05263, -75.15773 40.05269, -75.15769 40.05322, -75.15762 40.05426, -75.15758 40.05461, -75.15755 40.05471, -75.15754 40.05488, -75.15756 40.05503, -75.15718 40.05483, -75.15649 40.05452, -75.15647 40.05451, -75.15555 40.05407, -75.15539 40.054, -75.15521 40.05392, -75.15438 40.05354, -75.15367 40.05322, -75.15332 40.05304, -75.15288 40.05284, -75.15165 40.05227, -75.15099 40.05197, -75.15047 40.05173, -75.15029 40.05165, -75.15014 40.05158, -75.15 40.0515, -75.14977 40.05137, -75.14967 40.05147, -75.14963 40.05149, -75.14956 40.05151, -75.14945 40.05149, -75.14858 40.05138, -75.147 40.05118, -75.14622 40.05107, -75.14592 40.05104, -75.14543 40.05097, -75.14464 40.05087, -75.14384 40.05077, -75.14359 40.05074, -75.14221 40.05056, -75.14216 40.05056, -75.14252 40.04904, -75.14286 40.04749, -75.1429 40.04749, -75.14345 40.04782, -75.14405 40.04817, -75.14461 40.04848, -75.14496 40.04868, -75.14505 40.04854, -75.14515 40.04841, -75.14524 40.04825, -75.14532 40.04811, -75.14539 40.04796, -75.14544 40.04783, -75.14606 40.04791, -75.14641 40.04795, -75.14688 40.04801, -75.14767 40.04812, -75.14835 40.0482, -75.14907 40.0483, -75.14996 40.04841, -75.15082 40.04852, -75.15151 40.04861, -75.15313 40.04881, -75.15323 40.04884, -75.15408 40.04888, -75.15479 40.0489, -75.15555 40.04894, -75.15637 40.04897, -75.15715 40.04899, -75.15796 40.04903, -75.15795 40.04922)))"
42,101,027800,42101027800,278,Census Tract 278,G5020,S,724987,0,40.042529,-75.1471612,"Census Tract 278, Philadelphia County, Pennsylvania",4858,1975,223,43555,1238,280,0,148,261,764,416,NA,875,233,4858,4858,1603,687,56,86,308,0,47,4638,119,901,1205,224,1511,614,199,752,53,0.030465212,0.053725813,0.157266365,0.085631947,0.141772152,0.180115274,0.047962124,0.463505926,0.27510917,0.954713874,0.024495677,0.18546727,0.185892116,0.112911392,0.765063291,0.310886076,0.481518987,0.010909839,"MULTIPOLYGON (((-75.15144 40.04087, -75.15133 40.04106, -75.15125 40.04117, -75.15116 40.04131, -75.15102 40.04148, -75.15085 40.04164, -75.15068 40.04177, -75.15056 40.04183, -75.15048 40.0419, -75.15034 40.04203, -75.1502 40.04218, -75.1501 40.04237, -75.15004 40.04255, -75.14996 40.04292, -75.1498 40.04367, -75.14972 40.044, -75.1497 40.04408, -75.14964 40.04436, -75.1496 40.0447, -75.14959 40.04483, -75.14965 40.04499, -75.14994 40.04539, -75.15015 40.04566, -75.15068 40.04635, -75.15083 40.04654, -75.15097 40.04677, -75.15103 40.04695, -75.15108 40.04712, -75.15104 40.04747, -75.15098 40.04781, -75.15091 40.04811, -75.15082 40.04852, -75.14996 40.04841, -75.14907 40.0483, -75.14835 40.0482, -75.14767 40.04812, -75.14688 40.04801, -75.14641 40.04795, -75.14606 40.04791, -75.14544 40.04783, -75.14539 40.04796, -75.14532 40.04811, -75.14524 40.04825, -75.14515 40.04841, -75.14505 40.04854, -75.14496 40.04868, -75.14461 40.04848, -75.14405 40.04817, -75.14345 40.04782, -75.1429 40.04749, -75.14286 40.04749, -75.14291 40.04724, -75.1431 40.04647, -75.14326 40.04572, -75.14355 40.04443, -75.14387 40.0429, -75.14403 40.04219, -75.14408 40.042, -75.14419 40.04147, -75.14422 40.04138, -75.14428 40.04117, -75.1443 40.04109, -75.14444 40.04051, -75.14457 40.03984, -75.14475 40.03907, -75.14495 40.03809, -75.14519 40.03698, -75.14555 40.03526, -75.14644 40.03538, -75.1472 40.03547, -75.14818 40.0356, -75.14872 40.03567, -75.14925 40.03574, -75.14986 40.03583, -75.14946 40.03626, -75.1493 40.03653, -75.14918 40.03686, -75.14913 40.0372, -75.14913 40.03746, -75.14917 40.03777, -75.14929 40.03805, -75.14943 40.03831, -75.14969 40.03862, -75.14999 40.03897, -75.15151 40.04061, -75.15144 40.04087)))"
42,101,028000,42101028000,280,Census Tract 280,G5020,S,718347,0,40.026119,-75.1546481,"Census Tract 280, Philadelphia County, Pennsylvania",4294,1735,270,31797,815,377,137,273,142,634,476,NA,709,173,4294,4294,1508,456,50,54,686,0,19,4149,44,1380,847,472,1294,399,508,414,32,0.063577084,0.033069399,0.147647881,0.110852352,0.217291066,0.165114113,0.040288775,0.335543767,0.50331565,0.966231952,0.010246856,0.321378668,0.557260921,0.155619597,0.745821326,0.229971182,0.531412104,0.007452259,"MULTIPOLYGON (((-75.15951 40.02398, -75.15948 40.02404, -75.15946 40.02411, -75.15941 40.02474, -75.15937 40.0255, -75.1593 40.02659, -75.15922 40.02766, -75.15903 40.03032, -75.15812 40.03083, -75.15798 40.03083, -75.15712 40.03099, -75.15651 40.03111, -75.15478 40.03145, -75.15444 40.03152, -75.15423 40.03155, -75.15403 40.03156, -75.15383 40.03156, -75.15369 40.03156, -75.15338 40.03152, -75.15328 40.03151, -75.15274 40.03143, -75.15237 40.03139, -75.15278 40.03095, -75.15286 40.03084, -75.15294 40.03072, -75.15303 40.03058, -75.15315 40.03036, -75.15324 40.03011, -75.15328 40.02996, -75.15201 40.02825, -75.15186 40.02804, -75.1517 40.02781, -75.15152 40.02756, -75.15126 40.02719, -75.15078 40.02656, -75.14998 40.02539, -75.14955 40.02479, -75.14862 40.02342, -75.14842 40.02312, -75.14825 40.02296, -75.14857 40.02148, -75.14945 40.02159, -75.15021 40.02169, -75.15077 40.02176, -75.15124 40.02182, -75.15179 40.02189, -75.15235 40.02196, -75.15258 40.02199, -75.15284 40.02203, -75.15336 40.02209, -75.15385 40.02216, -75.15391 40.02216, -75.15439 40.02223, -75.15493 40.02229, -75.15548 40.02236, -75.15571 40.0224, -75.15596 40.02243, -75.15651 40.0225, -75.1573 40.02261, -75.15737 40.02261, -75.15811 40.0227, -75.15904 40.0228, -75.15914 40.02303, -75.15921 40.02319, -75.15925 40.02327, -75.15932 40.02341, -75.15955 40.02392, -75.15951 40.02398)))"
42,101,027600,42101027600,276,Census Tract 276,G5020,S,658885,0,40.0429674,-75.1393068,"Census Tract 276, Philadelphia County, Pennsylvania",4253,1832,231,41957,1419,175,29,81,291,904,361,NA,557,362,4253,4253,1728,1026,86,0,289,0,0,3791,30,747,847,305,1683,559,183,426,269,0.01904538,0.06842229,0.212555843,0.08488126,0.095524017,0.130966377,0.085116388,0.643518519,0.16724537,0.891370797,0.007053844,0.175640724,0.360094451,0.126091703,0.918668122,0.305131004,0.332423581,0.063249471,"MULTIPOLYGON (((-75.14444 40.04051, -75.1443 40.04109, -75.14428 40.04117, -75.14422 40.04138, -75.14419 40.04147, -75.14408 40.042, -75.14403 40.04219, -75.14387 40.0429, -75.14355 40.04443, -75.14326 40.04572, -75.1431 40.04647, -75.14291 40.04724, -75.14286 40.04749, -75.14272 40.04747, -75.14185 40.04736, -75.14172 40.04734, -75.14069 40.04722, -75.1399 40.04711, -75.13911 40.04701, -75.13753 40.0468, -75.13713 40.04675, -75.13674 40.04669, -75.13635 40.04655, -75.13602 40.04623, -75.13566 40.04617, -75.13472 40.04613, -75.13473 40.04579, -75.13473 40.04526, -75.13473 40.045, -75.13473 40.04485, -75.13473 40.04473, -75.13473 40.04342, -75.13473 40.04324, -75.13472 40.04263, -75.13472 40.04236, -75.13473 40.0421, -75.13475 40.04184, -75.13476 40.04176, -75.13478 40.04158, -75.13479 40.04146, -75.1348 40.04131, -75.13482 40.041, -75.13484 40.04077, -75.13487 40.0405, -75.1349 40.04018, -75.13497 40.03976, -75.13503 40.03945, -75.13511 40.03907, -75.13526 40.03864, -75.13574 40.03868, -75.13673 40.03883, -75.13717 40.03889, -75.13763 40.03894, -75.13805 40.03901, -75.13842 40.03905, -75.13879 40.03909, -75.13921 40.03915, -75.13962 40.0392, -75.14001 40.03925, -75.14079 40.03935, -75.1412 40.03941, -75.14158 40.03945, -75.14196 40.0395, -75.14236 40.03955, -75.14339 40.03969, -75.14349 40.0397, -75.14457 40.03984, -75.14444 40.04051)))"
42,101,028200,42101028200,282,Census Tract 282,G5020,S,855786,0,40.0348703,-75.1403325,"Census Tract 282, Philadelphia County, Pennsylvania",4840,2216,135,30611,842,187,165,209,173,815,353,NA,737,0,4762,4762,1244,394,183,0,108,0,9,4209,95,2077,870,740,1483,888,303,912,206,0.043181818,0.035743802,0.16838843,0.072933884,0.084386282,0.152272727,0,0.463826367,0.094051447,0.869628099,0.019628099,0.429132231,0.850574713,0.060920578,0.669223827,0.400722022,0.548285199,0.042561983,"MULTIPOLYGON (((-75.14683 40.0296, -75.1467 40.03013, -75.14668 40.03023, -75.14657 40.03064, -75.14652 40.03086, -75.14623 40.03218, -75.1459 40.03373, -75.14555 40.03526, -75.14519 40.03698, -75.14495 40.03809, -75.14475 40.03907, -75.14457 40.03984, -75.14349 40.0397, -75.14339 40.03969, -75.14236 40.03955, -75.14196 40.0395, -75.14158 40.03945, -75.1412 40.03941, -75.14079 40.03935, -75.14001 40.03925, -75.13962 40.0392, -75.13921 40.03915, -75.13879 40.03909, -75.13842 40.03905, -75.13805 40.03901, -75.13763 40.03894, -75.13717 40.03889, -75.13673 40.03883, -75.13574 40.03868, -75.13526 40.03864, -75.13481 40.03857, -75.13447 40.03851, -75.1348 40.03705, -75.13482 40.03699, -75.13491 40.03605, -75.13504 40.03328, -75.13505 40.03233, -75.13514 40.03136, -75.13519 40.03077, -75.13521 40.03047, -75.13506 40.02915, -75.13525 40.02918, -75.1358 40.02925, -75.13616 40.0293, -75.13643 40.02933, -75.13679 40.02938, -75.13709 40.02941, -75.13703 40.02974, -75.13702 40.0298, -75.13676 40.03096, -75.13722 40.03102, -75.13725 40.03102, -75.13769 40.03108, -75.13848 40.03118, -75.1393 40.03129, -75.1401 40.0314, -75.14088 40.03149, -75.14167 40.0316, -75.1423 40.03168, -75.1424 40.03171, -75.14247 40.03177, -75.14338 40.03127, -75.14428 40.03081, -75.14537 40.03023, -75.146 40.02993, -75.14668 40.02956, -75.14685 40.02948, -75.14683 40.0296)))"
42,101,028400,42101028400,284,Census Tract 284,G5020,S,492492,0,40.0251574,-75.1381289,"Census Tract 284, Philadelphia County, Pennsylvania",3751,1363,116,21670,360,371,74,299,265,545,490,NA,668,318,3751,3751,1457,331,36,31,729,0,0,2997,322,1840,1017,643,1009,940,219,405,354,0.079712077,0.070647827,0.145294588,0.130631832,0.27219369,0.178085844,0.084777393,0.25188744,0.521619767,0.798986937,0.085843775,0.490535857,0.632251721,0.085106383,0.740278797,0.689655172,0.457813646,0.094374833,"MULTIPOLYGON (((-75.14159 40.02081, -75.14133 40.02209, -75.14098 40.02367, -75.14064 40.02526, -75.1403 40.02674, -75.13998 40.02824, -75.13966 40.02974, -75.1393 40.03129, -75.13848 40.03118, -75.13769 40.03108, -75.13725 40.03102, -75.13722 40.03102, -75.13676 40.03096, -75.13702 40.0298, -75.13703 40.02974, -75.13709 40.02941, -75.13679 40.02938, -75.13643 40.02933, -75.13616 40.0293, -75.1358 40.02925, -75.13525 40.02918, -75.13506 40.02915, -75.13514 40.02905, -75.13533 40.02763, -75.13531 40.02729, -75.13526 40.02681, -75.13519 40.0264, -75.1351 40.02608, -75.13572 40.0236, -75.13568 40.02338, -75.13566 40.02327, -75.13566 40.02316, -75.13567 40.02306, -75.13568 40.02295, -75.13582 40.02065, -75.13596 40.02067, -75.13656 40.02073, -75.13662 40.02047, -75.13674 40.01996, -75.13726 40.02002, -75.13781 40.02009, -75.13846 40.02017, -75.1391 40.02026, -75.14011 40.02039, -75.14085 40.02049, -75.14126 40.02046, -75.14148 40.02069, -75.14159 40.02081)))"
42,101,028500,42101028500,285,Census Tract 285,G5020,S,258296,0,40.0288851,-75.1337095,"Census Tract 285, Philadelphia County, Pennsylvania",2735,1116,58,49167,586,552,54,190,177,663,250,NA,631,44,2735,2735,859,259,4,40,278,0,10,979,251,1360,605,349,1020,490,81,163,1091,0.069469835,0.064716636,0.242413163,0.091407678,0.494623656,0.23071298,0.016087751,0.306169965,0.381839348,0.357952468,0.091773309,0.49725777,0.576859504,0.051971326,0.913978495,0.4390681,0.218637993,0.398903108,"MULTIPOLYGON (((-75.13572 40.0236, -75.1351 40.02608, -75.13519 40.0264, -75.13526 40.02681, -75.13531 40.02729, -75.13533 40.02763, -75.13514 40.02905, -75.13506 40.02915, -75.13521 40.03047, -75.13519 40.03077, -75.13514 40.03136, -75.13505 40.03233, -75.13504 40.03328, -75.13465 40.03323, -75.13398 40.03314, -75.13334 40.03307, -75.1333 40.03306, -75.13165 40.03286, -75.13129 40.03282, -75.13139 40.03235, -75.13151 40.03187, -75.13161 40.03135, -75.13183 40.03032, -75.13217 40.02877, -75.13235 40.02802, -75.13251 40.02727, -75.13284 40.02578, -75.13301 40.025, -75.13317 40.0243, -75.13321 40.02414, -75.13428 40.02392, -75.13532 40.02369, -75.13572 40.0236)))"
